1781;590815;3;1781
3273;1563749;2;3273
4863;1558713;3;4863
5400;590178;2;5400
7543;15842;2;7543
12824;723837;4;12824
15019;24759;17;15019
18367;28394;2;18367
20501;609418;2;20501
23439;26665;2;23439
24244;612784;2;24244
24489;600098;4;10342
24759;96442;17;15019
25206;1449740;2;25206
25275;611580;2;25275
26329;1684140;2;26329
26737;1667235;2;26737
26834;894280;2;26834
27300;1003811;2;27300
27312;49435;17;15019
27780;619271;3;27780
28349;612515;2;28349
29489;622827;2;29489
30427;1702864;3;30427
30957;616514;3;30957
31537;36311;2;31537
31596;35633;2;31596
31627;1977334;3;31627
33331;75586;17;15019
33331;277978;17;15019
33578;47651;3;33578
34533;1018955;2;34533
35719;42494;2;35719
35940;45621;2;35940
36253;628978;3;36253
36746;1740369;2;36746
36820;75586;17;15019
36820;90440;17;15019
39364;64037;2;39364
40351;185703;3;40351
41440;642220;3;41440
42064;630468;3;42064
42382;49435;17;15019
43458;2136630;2;43458
44003;630633;3;44003
44089;1737106;3;44089
44282;49314;2;44282
44390;60767;2;44390
44501;68169;2;44501
44954;66947;2;44954
45730;1023938;2;45730
46884;1063361;3;46884
46986;670014;3;46986
46998;64871;2;46998
47133;51384;2;47133
48500;183148;5;48500
48500;1806723;5;48500
48808;638570;2;48808
49901;1058074;3;49901
50871;62595;2;50871
51015;1768637;3;51015
51302;1119415;2;51302
51831;1530124;2;51831
51868;1726840;2;51868
53090;1833973;2;53090
53482;69264;2;53482
53854;674560;2;53854
54749;1846704;2;54749
55493;209812;4;55493
55589;1855762;2;55589
55742;91307;4;55742
55754;664663;2;55754
56100;1066144;2;56100
56258;2034480;3;56258
56306;69787;2;56306
56786;1947425;2;56786
57937;1790798;2;57937
58349;1863738;3;58349
58800;1226256;2;58800
59472;1730387;3;59472
59549;1878029;2;59549
60101;62402;2;60101
60676;312123;2;60676
62060;64415;2;62060
62237;1925609;2;62237
62287;514727;3;62287
62601;470440;2;62601
63415;664158;3;63415
63955;494776;2;63955
64331;1150911;8;57300
64694;1139402;2;64694
65177;458091;3;65177
65768;83746;2;65768
65962;669362;2;65962
66135;1120263;2;66135
66218;466176;3;66218
66629;84382;4;66629
66857;82372;3;66857
67701;1866203;2;67701
67824;1117118;2;67824
68038;542321;2;68038
68193;642695;4;68193
68874;686023;2;68874
68897;1867559;5;68897
68897;1873648;5;68897
68934;1817182;3;68934
69449;1986551;3;69449
69531;493657;2;69531
69700;83709;3;69700
69729;74526;3;69729
69856;1929918;4;68290
70231;315964;5;70231
71205;1852045;2;71205
71355;1903727;2;71355
71387;658726;2;71387
71415;1225412;3;71415
72030;1124839;2;72030
72049;2014899;2;72049
72190;109805;5;59467
72233;1184659;3;72233
73181;1918493;5;73181
73609;84272;2;73609
73920;1814911;2;73920
74801;1066573;2;74801
75330;1831069;3;75330
75586;110815;17;15019
76143;78444;3;76143
76309;1778541;3;76309
76959;1035561;3;76959
77384;315011;3;77384
77513;98661;3;72725
77638;1849567;3;77638
77839;664626;2;77839
78138;1120461;2;78138
78231;1961112;2;78231
78819;101222;3;78819
79086;1481595;2;79086
79352;1142276;9;60853
79352;1898077;9;60853
79522;1096817;2;79522
80033;87955;3;73065
80078;1135884;2;80078
81202;1933699;3;81202
81333;1498433;2;81333
81472;500176;2;81472
81516;1822388;3;81516
81607;1480650;3;81607
81627;1257767;3;81627
81716;1245856;4;81716
82333;501586;6;82333
82470;96710;3;82470
82801;1985258;2;82801
83454;1998757;3;83454
83622;217141;5;77363
83645;1093157;4;83645
83928;667534;2;83928
84766;1896289;2;84766
84975;1876106;2;84975
85487;2167042;2;85487
85586;1888341;4;85586
85586;1957303;4;85586
86065;1907434;3;86065
87139;1128681;3;87139
87945;1938326;2;87945
87958;91911;3;87958
88177;2160705;2;88177
88382;689755;3;88382
88694;113143;2;88694
89660;329813;3;89660
89869;1273228;3;89869
90329;1262845;2;90329
90333;1337202;2;90333
90440;96442;17;15019
90788;1268290;2;90788
90959;1905403;2;90959
91033;1906669;9;79016
91839;1949122;2;91839
92206;1540375;8;91600
92210;1508090;3;92210
92265;2031857;2;92265
92464;1880644;2;92464
93235;1191645;3;93235
93323;676620;5;58126
93526;1962589;4;93526
93642;1898077;9;60853
93693;103009;2;93693
94091;1072977;3;94091
94847;379239;3;85708
95416;1937615;2;95416
95616;2029337;4;95616
95777;697260;2;95777
96188;1901347;4;96188
96220;235158;3;96220
96227;1200589;3;96227
96315;99802;2;96315
96941;688851;2;96941
96986;1253930;2;96986
97031;1977684;2;97031
97052;107431;2;97052
97280;112400;2;97280
97413;1911173;2;97413
97815;1929918;4;68290
98090;104496;2;98090
98212;1511013;2;98212
98490;1899935;4;98490
99905;1889871;12;99905
99938;2018020;3;99938
102041;1335573;5;90497
102305;1925218;2;102305
102348;1905658;4;102348
102395;1323248;2;102395
102643;112360;3;102643
102985;1852667;5;102985
103561;117675;4;99221
104001;117675;4;99221
104053;1184349;2;104053
104155;393477;6;104155
104752;2060617;2;104752
105554;683731;2;105554
105567;1291213;2;105567
105963;119856;2;105963
106222;1955124;2;106222
106857;1240934;2;106857
108286;2050437;3;108286
109239;736415;5;109239
109517;1353035;2;109517
110044;2030339;3;110044
112178;1948566;2;112178
112228;390898;3;112228
112603;1159872;3;112603
112882;1392405;3;112882
112924;686134;4;112560
113266;725914;2;113266
113850;121422;2;113850
114106;1432889;9;4146
114408;2057937;2;114408
114440;1260528;3;114440
114592;118720;2;114592
114742;1392286;2;114742
115665;717198;2;115665
116449;122768;2;116449
117054;2015398;5;117054
117386;1598273;5;117386
119541;1392690;2;119541
120746;1601161;3;120746
121327;122817;17;15019
121595;1560887;3;121595
121642;1371763;2;121642
122364;2092156;4;122364
122484;2083710;4;119299
122679;809655;4;122679
123046;1508559;4;34779
123437;2061460;3;123437
123497;1335197;6;123497
123497;1601262;6;123497
128090;1397906;2;128090
133073;276843;2;133073
144149;144699;3;144149
174062;1717788;2;174062
179334;192801;3;179334
183220;2001970;10;183220
189868;1463579;2;189868
194087;1477772;3;194087
194173;1746058;2;194173
196222;205899;2;196222
205178;379566;2;205178
206786;220097;3;206786
206830;1214211;2;206830
209670;676436;2;209670
209870;1814537;5;209870
212698;1160029;4;212698
215715;216489;3;215715
218620;1471194;4;218620
219216;1965971;3;219216
222059;1196652;2;222059
223376;1858420;2;223376
229511;1979529;2;229511
230830;1189731;2;230830
234359;1203015;2;234359
235126;509535;2;235126
236034;698706;2;236034
237546;246961;2;237546
239672;1987154;4;93682
242366;261830;3;242366
244803;1503808;3;244803
249268;1176276;2;249268
249359;1491010;4;249359
250565;1543294;4;250565
252094;547670;3;228247
255092;1280365;3;255092
265643;1268869;2;265643
268207;758302;4;268207
281824;337177;4;281824
283156;349696;2;283156
284061;284929;2;284061
293549;295508;2;293549
298722;615773;2;298722
300574;302513;2;300574
301059;638408;3;301059
303086;313922;2;303086
303721;1102731;2;303721
304435;305575;5;299246
304499;322491;3;304499
304871;315608;5;304871
304978;308239;2;304978
305657;1855776;2;305657
306768;314128;2;306768
306769;484406;3;306769
306848;323074;2;306848
307501;317284;2;307501
307654;1186740;3;307654
307942;328357;2;307942
308799;315826;2;308799
309040;648038;2;309040
309752;311659;2;309752
309929;1822479;2;309929
310700;316898;2;310700
312635;314431;2;312635
312807;318501;2;312807
313078;319008;3;313078
313671;320746;3;305169
314027;483606;2;314027
314072;377943;2;314072
315141;1805938;2;315141
316477;1903416;2;316477
316570;378250;3;316570
316596;323977;6;304156
316897;1925183;6;316897
317483;335496;2;317483
317598;318210;4;316077
318745;1950453;2;318745
319248;320648;2;319248
319356;327360;2;319356
319502;495213;2;319502
319524;474640;4;319524
319772;337148;3;319772
319860;2152763;2;319860
320390;2048572;6;320390
320685;1888190;2;320685
320788;460420;2;320788
322463;330122;2;322463
322478;326849;2;322478
322822;1172765;2;322822
323046;1937763;2;323046
323524;336837;3;323524
323593;2046751;6;323593
323939;1911261;2;323939
325055;333135;2;325055
325156;332143;28;24784
325766;1957265;2;325766
325767;1870131;2;325767
326160;326971;2;326160
327635;1936642;2;327635
327842;1479274;2;327842
328100;1217234;2;328100
328431;329573;2;328431
328614;1204153;3;328614
328979;335430;3;328979
330969;336577;2;330969
332494;336700;2;332494
332537;522978;2;332537
332772;1222650;2;332772
332944;529724;4;326011
333031;333386;2;333031
335483;532278;2;335483
335715;530922;3;334005
335728;699141;3;335728
336544;1855883;6;336544
337727;569128;3;334424
339792;1989183;8;339792
341373;1273571;2;341373
342354;1302521;2;342354
346076;393084;8;346076
346600;348744;2;346600
347530;347729;2;347530
347778;1370923;2;347778
349182;736255;2;349182
349543;719580;2;349543
352809;1553914;3;352809
353283;1412173;3;353283
354544;1309207;4;354544
355382;2054618;3;355382
358194;1608774;2;358194
359034;1446226;3;359034
362378;857765;2;362378
363447;429359;3;363447
365218;1451481;2;365218
365686;1456117;2;365686
365814;888166;3;365814
368173;378094;2;368173
368510;1721108;2;368510
368530;1477927;4;368530
370018;1742173;3;370018
370235;630633;3;44003
371662;1729961;2;371662
373607;1041723;2;373607
374054;1788161;3;374054
374299;1871790;3;374299
374445;1806241;2;374445
374832;1089208;3;374832
375253;470933;2;375253
375385;1051178;4;375385
376033;1490038;2;376033
376458;1056197;2;376458
376704;1107003;2;376704
377002;676360;2;377002
377554;644550;2;377554
377572;1157822;2;377572
377671;1911216;2;377671
378163;381679;2;378163
378250;1819246;3;316570
378278;1117875;2;378278
378323;1226101;3;378323
379042;1868034;3;379042
379166;1830322;2;379166
379656;1784820;2;379656
379718;1047364;6;379718
379889;1059011;2;379889
380063;1916084;5;380063
380210;2008392;3;380210
380960;1089732;3;380960
381460;1495935;2;381460
381953;1918331;4;381953
382945;1373994;2;382945
383390;1855883;6;336544
383604;1867190;4;383604
383652;1918072;5;383652
384065;2023710;2;384065
384651;1903473;3;384651
384797;1961921;4;384797
385542;1939532;3;385542
385633;1817340;3;385633
385646;1157515;2;385646
385731;1844781;2;385731
386468;1876691;4;386468
387671;1968990;2;387671
387767;1846412;6;110218
387919;1968923;3;384488
388161;1218335;5;388161
388965;1260885;3;388965
389478;1511319;2;389478
389499;710904;4;389499
389701;1491363;3;389701
389887;2056205;4;389887
390979;2177106;2;390979
391216;2074828;4;391216
391376;1894599;4;391376
393114;2045299;2;393114
394439;1551038;2;394439
394871;1360494;2;394871
395023;578453;2;395023
395447;2052013;2;395447
395764;2074657;2;395764
398730;589982;5;398730
399457;1195569;4;399457
400973;567556;2;400973
401277;1381593;3;401277
408755;769050;3;400116
419159;435016;3;419159
423167;428863;2;423167
423706;841446;2;423706
424539;430606;2;424539
427046;1452758;4;427046
428775;1697010;3;428775
436629;449712;2;436629
438211;903941;2;438211
446592;449047;3;446592
447290;994692;3;447290
447478;1000800;2;447478
448990;980943;2;37103
449333;2012749;3;449333
449726;459978;4;449726
450239;1939236;2;450239
450903;1736331;3;450903
451648;1847203;3;444502
452416;471190;2;452416
453784;1762878;3;453784
456894;1740522;2;456894
457489;463199;6;29217
458359;1750168;2;458359
458971;708063;6;323631
459457;1169642;2;459457
459909;1048221;2;459909
459991;473936;2;459991
460107;1028854;2;460107
460510;1852071;2;460510
461175;1811626;2;461175
461327;1005326;2;461327
464807;465715;2;464807
465527;1139065;2;465527
468735;1064930;6;468735
469116;1810909;2;469116
469400;674643;3;469400
472128;1848171;3;472128
472424;482627;2;472424
472481;508911;2;472481
472796;480790;2;472796
474629;1490886;2;474629
474745;1766394;2;474745
476995;1283033;4;476995
477182;1943455;5;477182
477995;1842813;2;477995
478183;516109;2;478183
478370;1070309;2;478370
478544;975079;2;478544
479621;1773807;2;479621
482211;494493;2;482211
482606;1194763;4;325384
482979;1814755;2;482979
483450;1917019;3;483450
483793;1059719;2;483793
483935;1792654;2;483935
484406;2142665;3;306769
484900;492238;2;484900
